,brand,prix,Segment de marché,min,max
526,hollister,40.07,entrée de gamme / mass market,/,/
527,maison 123,32.0,entrée de gamme / mass market,170,190
528,maison 123,40.0,entrée de gamme / mass market,170,190
529,maison 123,49.0,entrée de gamme / mass market,170,190
530,maison 123,35.0,entrée de gamme / mass market,170,190
531,maison 123,50.0,entrée de gamme / mass market,170,190
532,maison 123,60.0,entrée de gamme / mass market,170,190
533,maison 123,46.0,entrée de gamme / mass market,170,190
534,maison 123,35.0,entrée de gamme / mass market,170,190
535,maison 123,75.0,entrée de gamme / mass market,170,190
536,maison 123,95.0,entrée de gamme / mass market,170,190
537,maison 123,65.0,entrée de gamme / mass market,170,190
538,maison 123,27.0,entrée de gamme / mass market,170,190
539,maison 123,45.0,entrée de gamme / mass market,170,190
540,maison 123,80.0,entrée de gamme / mass market,170,190
541,maison 123,25.0,entrée de gamme / mass market,170,190
542,maison 123,70.0,entrée de gamme / mass market,170,190
543,maison 123,95.0,entrée de gamme / mass market,170,190
544,maison 123,50.0,entrée de gamme / mass market,170,190
